option,type,temperature,Year
"Paxton 2 Wsw, IL",Sep,70.1,2018
"Paxton 2 Wsw, IL",Oct,53.2,2018
"Paxton 2 Wsw, IL",Nov,33.9,2018
"Paxton 2 Wsw, IL",Dec,32.3,2018
"Paxton 2 Wsw, IL",Annual,50.6,2018
"Paxton 2 Wsw, IL",Jan,22.1,2019
"Paxton 2 Wsw, IL",Feb,27.8,2019
"Paxton 2 Wsw, IL",Mar,34.4,2019
"Paxton 2 Wsw, IL",Apr,50.0,2019
"Paxton 2 Wsw, IL",May,61.5,2019
"Paxton 2 Wsw, IL",Jun,70.2,2019
"Paxton 2 Wsw, IL",Jul,75.7,2019
"Paxton 2 Wsw, IL",Aug,70.4,2019
"Paxton 2 Wsw, IL",Sep,69.0,2019
"Paxton 2 Wsw, IL",Oct,52.7,2019
"Paxton 2 Wsw, IL",Nov,33.6,2019
"Paxton 2 Wsw, IL",Dec,32.4,2019
"Paxton 2 Wsw, IL",Annual,50.0,2019
"Paxton 2 Wsw, IL",Jan,30.2,2020
"Paxton 2 Wsw, IL",Feb,28.5,2020
"Paxton 2 Wsw, IL",Mar,40.8,2020
"Paxton 2 Wsw, IL",Apr,46.3,2020
"Paxton 2 Wsw, IL",May,58.6,2020
"Paxton 2 Wsw, IL",Jun,72.2,2020
"Paxton 2 Wsw, IL",Jul,74.5,2020
"Paxton 2 Wsw, IL",Aug,70.4,2020
"Paxton 2 Wsw, IL",Sep,63.8,2020
"Paxton 2 Wsw, IL",Oct,50.5,2020
"Paxton 2 Wsw, IL",Nov,44.7,2020
"Paxton 2 Wsw, IL",Dec,30.1,2020
"Paxton 2 Wsw, IL",Annual,50.9,2020
"Paxton 2 Wsw, IL",Jan,27.4,2021
"Paxton 2 Wsw, IL",Feb,16.8,2021
"Paxton 2 Wsw, IL",Mar,M,2021
"Paxton 2 Wsw, IL",Apr,M,2021
"Paxton 2 Wsw, IL",May,M,2021
"Paxton 2 Wsw, IL",Jun,M,2021
"Paxton 2 Wsw, IL",Jul,M,2021
"Paxton 2 Wsw, IL",Aug,M,2021
"Paxton 2 Wsw, IL",Sep,M,2021
"Paxton 2 Wsw, IL",Oct,M,2021
"Paxton 2 Wsw, IL",Nov,M,2021
"Paxton 2 Wsw, IL",Dec,M,2021
"Paxton 2 Wsw, IL",Annual,22.1,2021
"Paxton 2 Wsw, IL",Jan,M,2022
"Paxton 2 Wsw, IL",Feb,M,2022
"Paxton 2 Wsw, IL",Mar,M,2022
"Paxton 2 Wsw, IL",Apr,M,2022
"Paxton 2 Wsw, IL",May,M,2022
"Paxton 2 Wsw, IL",Jun,M,2022
"Paxton 2 Wsw, IL",Jul,M,2022
"Paxton 2 Wsw, IL",Aug,M,2022
"Paxton 2 Wsw, IL",Sep,M,2022
"Paxton 2 Wsw, IL",Oct,M,2022
"Paxton 2 Wsw, IL",Nov,M,2022
"Paxton 2 Wsw, IL",Dec,M,2022
"Paxton 2 Wsw, IL",Annual,M,2022
"Paxton 2 Wsw, IL",Jan,M,2023
"Paxton 2 Wsw, IL",Feb,M,2023
"Paxton 2 Wsw, IL",Mar,M,2023
"Paxton 2 Wsw, IL",Apr,M,2023
"Paxton 2 Wsw, IL",May,M,2023
"Paxton 2 Wsw, IL",Jun,M,2023
"Paxton 2 Wsw, IL",Jul,M,2023
"Paxton 2 Wsw, IL",Aug,M,2023
"Paxton 2 Wsw, IL",Sep,M,2023
"Paxton 2 Wsw, IL",Oct,M,2023
"Paxton 2 Wsw, IL",Nov,M,2023
"Paxton 2 Wsw, IL",Dec,M,2023
"Paxton 2 Wsw, IL",Annual,M,2023
"Peru, IL",Jan,22.6,2000
"Peru, IL",Feb,32.2,2000
"Peru, IL",Mar,44.0,2000
"Peru, IL",Apr,49.7,2000
"Peru, IL",May,63.6,2000
"Peru, IL",Jun,68.4,2000
"Peru, IL",Jul,71.2,2000
"Peru, IL",Aug,71.8,2000
"Peru, IL",Sep,65.5,2000
"Peru, IL",Oct,56.0,2000
"Peru, IL",Nov,36.4,2000
"Peru, IL",Dec,13.5,2000
"Peru, IL",Annual,49.6,2000
"Peru, IL",Jan,21.7,2001
"Peru, IL",Feb,25.3,2001
"Peru, IL",Mar,33.5,2001
"Peru, IL",Apr,53.8,2001
"Peru, IL",May,63.6,2001
"Peru, IL",Jun,67.4,2001
"Peru, IL",Jul,73.5,2001
"Peru, IL",Aug,72.6,2001
"Peru, IL",Sep,62.3,2001
"Peru, IL",Oct,51.8,2001
"Peru, IL",Nov,48.7,2001
"Peru, IL",Dec,32.8,2001
"Peru, IL",Annual,50.6,2001
"Peru, IL",Jan,30.3,2002
"Peru, IL",Feb,30.7,2002
"Peru, IL",Mar,33.5,2002
"Peru, IL",Apr,49.0,2002
"Peru, IL",May,56.1,2002
"Peru, IL",Jun,72.0,2002
"Peru, IL",Jul,76.6,2002
"Peru, IL",Aug,72.9,2002
"Peru, IL",Sep,67.3,2002
"Peru, IL",Oct,50.1,2002
"Peru, IL",Nov,36.3,2002
"Peru, IL",Dec,29.2,2002
"Peru, IL",Annual,50.3,2002
"Peru, IL",Jan,19.5,2003
"Peru, IL",Feb,21.7,2003
"Peru, IL",Mar,36.7,2003
"Peru, IL",Apr,50.8,2003
"Peru, IL",May,58.9,2003
"Peru, IL",Jun,66.2,2003
"Peru, IL",Jul,72.4,2003
"Peru, IL",Aug,74.1,2003
"Peru, IL",Sep,63.5,2003
"Peru, IL",Oct,52.1,2003
"Peru, IL",Nov,41.8,2003
"Peru, IL",Dec,30.9,2003
"Peru, IL",Annual,49.1,2003
"Peru, IL",Jan,20.6,2004
"Peru, IL",Feb,25.5,2004
"Peru, IL",Mar,42.1,2004
"Peru, IL",Apr,51.7,2004
"Peru, IL",May,62.7,2004
"Peru, IL",Jun,68.2,2004
"Peru, IL",Jul,71.2,2004
"Peru, IL",Aug,66.2,2004
"Peru, IL",Sep,66.5,2004
"Peru, IL",Oct,53.1,2004
"Peru, IL",Nov,42.2,2004
"Peru, IL",Dec,28.5,2004
"Peru, IL",Annual,49.9,2004
"Peru, IL",Jan,24.5,2005
"Peru, IL",Feb,32.4,2005
"Peru, IL",Mar,34.8,2005
"Peru, IL",Apr,53.6,2005
"Peru, IL",May,58.5,2005
"Peru, IL",Jun,75.4,2005
"Peru, IL",Jul,75.0,2005
"Peru, IL",Aug,72.8,2005
"Peru, IL",Sep,69.6,2005
"Peru, IL",Oct,54.3,2005
"Peru, IL",Nov,42.4,2005
"Peru, IL",Dec,21.9,2005
"Peru, IL",Annual,51.3,2005
"Peru, IL",Jan,34.0,2006
"Peru, IL",Feb,26.8,2006
"Peru, IL",Mar,38.2,2006
"Peru, IL",Apr,53.9,2006
"Peru, IL",May,60.2,2006
"Peru, IL",Jun,68.5,2006
"Peru, IL",Jul,75.8,2006
"Peru, IL",Aug,72.7,2006
"Peru, IL",Sep,62.3,2006
"Peru, IL",Oct,49.2,2006
"Peru, IL",Nov,42.4,2006
"Peru, IL",Dec,31.0,2006
"Peru, IL",Annual,51.3,2006
"Peru, IL",Jan,26.2,2007
"Peru, IL",Feb,16.1,2007
"Peru, IL",Mar,43.0,2007
"Peru, IL",Apr,47.2,2007
"Peru, IL",May,66.1,2007
"Peru, IL",Jun,71.4,2007
"Peru, IL",Jul,71.7,2007
"Peru, IL",Aug,75.0,2007
"Peru, IL",Sep,67.1,2007
"Peru, IL",Oct,58.3,2007
"Peru, IL",Nov,39.3,2007
"Peru, IL",Dec,26.3,2007
"Peru, IL",Annual,50.6,2007
"Peru, IL",Jan,23.0,2008
"Peru, IL",Feb,20.5,2008
"Peru, IL",Mar,34.5,2008
"Peru, IL",Apr,50.3,2008
"Peru, IL",May,56.3,2008
"Peru, IL",Jun,71.1,2008
"Peru, IL",Jul,73.0,2008
"Peru, IL",Aug,69.8,2008
"Peru, IL",Sep,65.6,2008
"Peru, IL",Oct,51.7,2008
"Peru, IL",Nov,39.3,2008
"Peru, IL",Dec,20.8,2008
"Peru, IL",Annual,48.0,2008
"Peru, IL",Jan,14.4,2009
"Peru, IL",Feb,27.6,2009
"Peru, IL",Mar,38.3,2009
"Peru, IL",Apr,48.2,2009
"Peru, IL",May,60.8,2009
"Peru, IL",Jun,70.3,2009
"Peru, IL",Jul,67.7,2009
"Peru, IL",Aug,69.1,2009
"Peru, IL",Sep,63.7,2009
"Peru, IL",Oct,47.6,2009
"Peru, IL",Nov,44.1,2009
"Peru, IL",Dec,25.8,2009
"Peru, IL",Annual,48.1,2009
"Peru, IL",Jan,17.1,2010
"Peru, IL",Feb,22.5,2010
"Peru, IL",Mar,40.9,2010
"Peru, IL",Apr,56.7,2010
"Peru, IL",May,62.1,2010
"Peru, IL",Jun,72.2,2010
"Peru, IL",Jul,76.2,2010
"Peru, IL",Aug,75.2,2010
"Peru, IL",Sep,65.9,2010
"Peru, IL",Oct,54.9,2010
"Peru, IL",Nov,41.4,2010
"Peru, IL",Dec,17.8,2010
"Peru, IL",Annual,50.2,2010
"Peru, IL",Jan,19.1,2011
"Peru, IL",Feb,25.3,2011
"Peru, IL",Mar,37.3,2011
"Peru, IL",Apr,48.0,2011
"Peru, IL",May,59.5,2011
"Peru, IL",Jun,70.9,2011
"Peru, IL",Jul,78.5,2011
"Peru, IL",Aug,72.7,2011
"Peru, IL",Sep,61.9,2011
"Peru, IL",Oct,53.7,2011
"Peru, IL",Nov,42.3,2011
"Peru, IL",Dec,33.3,2011
"Peru, IL",Annual,50.2,2011
"Peru, IL",Jan,28.3,2012
"Peru, IL",Feb,31.7,2012
"Peru, IL",Mar,53.0,2012
"Peru, IL",Apr,51.2,2012
"Peru, IL",May,65.9,2012
"Peru, IL",Jun,71.5,2012
"Peru, IL",Jul,79.1,2012
"Peru, IL",Aug,71.6,2012
"Peru, IL",Sep,63.4,2012
"Peru, IL",Oct,51.1,2012
"Peru, IL",Nov,38.9,2012
"Peru, IL",Dec,33.7,2012
"Peru, IL",Annual,53.3,2012
"Peru, IL",Jan,26.1,2013
"Peru, IL",Feb,24.8,2013
"Peru, IL",Mar,30.4,2013
"Peru, IL",Apr,46.8,2013
"Peru, IL",May,62.4,2013
"Peru, IL",Jun,69.2,2013
"Peru, IL",Jul,71.8,2013
"Peru, IL",Aug,70.9,2013
"Peru, IL",Sep,65.9,2013
"Peru, IL",Oct,52.7,2013
"Peru, IL",Nov,36.0,2013
"Peru, IL",Dec,21.6,2013
"Peru, IL",Annual,48.2,2013
"Peru, IL",Jan,12.8,2014
"Peru, IL",Feb,12.9,2014
"Peru, IL",Mar,28.3,2014
"Peru, IL",Apr,48.8,2014
"Peru, IL",May,61.3,2014
"Peru, IL",Jun,70.9,2014
"Peru, IL",Jul,68.1,2014
"Peru, IL",Aug,71.9,2014
"Peru, IL",Sep,62.9,2014
"Peru, IL",Oct,51.4,2014
"Peru, IL",Nov,32.0,2014
"Peru, IL",Dec,31.7,2014
"Peru, IL",Annual,46.1,2014
"Peru, IL",Jan,20.0,2015
"Peru, IL",Feb,12.8,2015
"Peru, IL",Mar,34.1,2015
"Peru, IL",Apr,51.9,2015
"Peru, IL",May,62.0,2015
"Peru, IL",Jun,68.9,2015
"Peru, IL",Jul,71.2,2015
"Peru, IL",Aug,70.6,2015
"Peru, IL",Sep,69.6,2015
"Peru, IL",Oct,54.4,2015
"Peru, IL",Nov,43.8,2015
"Peru, IL",Dec,37.6,2015
"Peru, IL",Annual,49.7,2015
"Peru, IL",Jan,22.3,2016
"Peru, IL",Feb,29.2,2016
"Peru, IL",Mar,43.2,2016
"Peru, IL",Apr,49.2,2016
"Peru, IL",May,60.9,2016
"Peru, IL",Jun,71.8,2016
"Peru, IL",Jul,73.7,2016
"Peru, IL",Aug,73.5,2016
"Peru, IL",Sep,69.5,2016
"Peru, IL",Oct,57.2,2016
"Peru, IL",Nov,45.8,2016
"Peru, IL",Dec,24.7,2016
"Peru, IL",Annual,51.8,2016
"Peru, IL",Jan,27.0,2017
"Peru, IL",Feb,36.3,2017
"Peru, IL",Mar,38.2,2017
"Peru, IL",Apr,52.6,2017
"Peru, IL",May,57.3,2017
"Peru, IL",Jun,71.6,2017
"Peru, IL",Jul,73.0,2017
"Peru, IL",Aug,68.5,2017
"Peru, IL",Sep,66.8,2017
"Peru, IL",Oct,55.3,2017
"Peru, IL",Nov,37.5,2017
"Peru, IL",Dec,25.5,2017
"Peru, IL",Annual,50.8,2017
"Peru, IL",Jan,20.1,2018
"Peru, IL",Feb,24.7,2018
"Peru, IL",Mar,36.1,2018
"Peru, IL",Apr,41.2,2018
"Peru, IL",May,68.2,2018
"Peru, IL",Jun,72.5,2018
"Peru, IL",Jul,73.0,2018
"Peru, IL",Aug,73.2,2018
"Peru, IL",Sep,67.9,2018
"Peru, IL",Oct,50.4,2018
"Peru, IL",Nov,32.7,2018
"Peru, IL",Dec,30.7,2018
"Peru, IL",Annual,49.2,2018
"Peru, IL",Jan,20.4,2019
"Peru, IL",Feb,22.1,2019
"Peru, IL",Mar,34.0,2019
"Peru, IL",Apr,48.8,2019
"Peru, IL",May,59.0,2019
"Peru, IL",Jun,69.6,2019
"Peru, IL",Jul,77.0,2019
"Peru, IL",Aug,70.8,2019
"Peru, IL",Sep,68.2,2019
"Peru, IL",Oct,51.3,2019
"Peru, IL",Nov,33.0,2019
"Peru, IL",Dec,32.7,2019
"Peru, IL",Annual,48.9,2019
"Peru, IL",Jan,27.4,2020
"Peru, IL",Feb,27.6,2020
"Peru, IL",Mar,40.0,2020
"Peru, IL",Apr,46.8,2020
"Peru, IL",May,59.1,2020
"Peru, IL",Jun,73.4,2020
"Peru, IL",Jul,76.7,2020
"Peru, IL",Aug,72.7,2020
"Peru, IL",Sep,63.8,2020
"Peru, IL",Oct,49.5,2020
"Peru, IL",Nov,45.4,2020
"Peru, IL",Dec,29.4,2020
"Peru, IL",Annual,51.0,2020
"Peru, IL",Jan,25.0,2021
"Peru, IL",Feb,14.3,2021
"Peru, IL",Mar,42.7,2021
"Peru, IL",Apr,50.9,2021
"Peru, IL",May,59.6,2021
"Peru, IL",Jun,73.2,2021
"Peru, IL",Jul,72.5,2021
"Peru, IL",Aug,74.4,2021
"Peru, IL",Sep,68.1,2021
"Peru, IL",Oct,58.5,2021
"Peru, IL",Nov,38.3,2021
"Peru, IL",Dec,35.1,2021
"Peru, IL",Annual,51.1,2021
"Peru, IL",Jan,16.4,2022
"Peru, IL",Feb,23.3,2022
"Peru, IL",Mar,39.1,2022
"Peru, IL",Apr,46.1,2022
"Peru, IL",May,64.6,2022
"Peru, IL",Jun,71.6,2022
"Peru, IL",Jul,72.8,2022
"Peru, IL",Aug,71.2,2022
"Peru, IL",Sep,64.2,2022
"Peru, IL",Oct,50.5,2022
"Peru, IL",Nov,41.0,2022
"Peru, IL",Dec,26.7,2022
"Peru, IL",Annual,49.0,2022
"Peru, IL",Jan,29.8,2023
"Peru, IL",Feb,30.9,2023
"Peru, IL",Mar,37.0,2023
"Peru, IL",Apr,51.1,2023
"Peru, IL",May,62.5,2023
"Peru, IL",Jun,70.5,2023
"Peru, IL",Jul,74.0,2023
"Peru, IL",Aug,72.8,2023
"Peru, IL",Sep,66.7,2023
"Peru, IL",Oct,53.8,2023
"Peru, IL",Nov,M,2023
"Peru, IL",Dec,M,2023
"Peru, IL",Annual,54.9,2023
"Pontiac, IL",Jan,23.0,2000
"Pontiac, IL",Feb,32.6,2000
"Pontiac, IL",Mar,44.2,2000
"Pontiac, IL",Apr,50.0,2000
"Pontiac, IL",May,63.4,2000
"Pontiac, IL",Jun,69.4,2000
"Pontiac, IL",Jul,71.7,2000
"Pontiac, IL",Aug,73.1,2000
"Pontiac, IL",Sep,65.8,2000
"Pontiac, IL",Oct,58.5,2000
"Pontiac, IL",Nov,37.6,2000
"Pontiac, IL",Dec,14.7,2000
"Pontiac, IL",Annual,50.3,2000
"Pontiac, IL",Jan,23.0,2001
"Pontiac, IL",Feb,27.5,2001
"Pontiac, IL",Mar,33.9,2001
"Pontiac, IL",Apr,55.5,2001
"Pontiac, IL",May,64.3,2001
"Pontiac, IL",Jun,68.9,2001
"Pontiac, IL",Jul,74.7,2001
"Pontiac, IL",Aug,73.5,2001
"Pontiac, IL",Sep,63.5,2001
"Pontiac, IL",Oct,53.1,2001
"Pontiac, IL",Nov,49.2,2001
"Pontiac, IL",Dec,33.9,2001
"Pontiac, IL",Annual,51.8,2001
"Pontiac, IL",Jan,31.8,2002
"Pontiac, IL",Feb,32.5,2002
"Pontiac, IL",Mar,34.9,2002
"Pontiac, IL",Apr,50.8,2002
"Pontiac, IL",May,56.9,2002
"Pontiac, IL",Jun,73.0,2002
"Pontiac, IL",Jul,76.7,2002
"Pontiac, IL",Aug,73.0,2002
"Pontiac, IL",Sep,68.1,2002
"Pontiac, IL",Oct,51.2,2002
"Pontiac, IL",Nov,37.6,2002
"Pontiac, IL",Dec,30.3,2002
"Pontiac, IL",Annual,51.4,2002
"Pontiac, IL",Jan,20.3,2003
"Pontiac, IL",Feb,23.2,2003
"Pontiac, IL",Mar,39.0,2003
"Pontiac, IL",Apr,52.1,2003
"Pontiac, IL",May,59.7,2003
"Pontiac, IL",Jun,66.9,2003
"Pontiac, IL",Jul,73.1,2003
"Pontiac, IL",Aug,74.1,2003
"Pontiac, IL",Sep,63.8,2003
"Pontiac, IL",Oct,53.2,2003
"Pontiac, IL",Nov,43.0,2003
"Pontiac, IL",Dec,31.9,2003
"Pontiac, IL",Annual,50.0,2003
"Pontiac, IL",Jan,21.8,2004
"Pontiac, IL",Feb,26.8,2004
"Pontiac, IL",Mar,43.3,2004
"Pontiac, IL",Apr,52.4,2004
"Pontiac, IL",May,64.4,2004
"Pontiac, IL",Jun,69.0,2004
"Pontiac, IL",Jul,71.8,2004
"Pontiac, IL",Aug,67.4,2004
"Pontiac, IL",Sep,67.9,2004
"Pontiac, IL",Oct,53.9,2004
"Pontiac, IL",Nov,43.9,2004
"Pontiac, IL",Dec,29.6,2004
"Pontiac, IL",Annual,51.0,2004
"Pontiac, IL",Jan,26.4,2005
"Pontiac, IL",Feb,34.0,2005
"Pontiac, IL",Mar,35.9,2005
"Pontiac, IL",Apr,54.4,2005
"Pontiac, IL",May,60.3,2005
"Pontiac, IL",Jun,75.0,2005
"Pontiac, IL",Jul,75.6,2005
"Pontiac, IL",Aug,74.2,2005
"Pontiac, IL",Sep,70.7,2005
"Pontiac, IL",Oct,55.5,2005
"Pontiac, IL",Nov,42.7,2005
"Pontiac, IL",Dec,22.8,2005
"Pontiac, IL",Annual,52.3,2005
"Pontiac, IL",Jan,36.2,2006
"Pontiac, IL",Feb,29.1,2006
"Pontiac, IL",Mar,38.9,2006
"Pontiac, IL",Apr,55.1,2006
"Pontiac, IL",May,60.9,2006
"Pontiac, IL",Jun,69.9,2006
"Pontiac, IL",Jul,76.5,2006
"Pontiac, IL",Aug,73.2,2006
"Pontiac, IL",Sep,63.9,2006
"Pontiac, IL",Oct,50.6,2006
"Pontiac, IL",Nov,43.4,2006
"Pontiac, IL",Dec,33.3,2006
"Pontiac, IL",Annual,52.6,2006
"Pontiac, IL",Jan,28.6,2007
"Pontiac, IL",Feb,16.5,2007
"Pontiac, IL",Mar,44.9,2007
"Pontiac, IL",Apr,48.7,2007
"Pontiac, IL",May,66.8,2007
"Pontiac, IL",Jun,71.4,2007
"Pontiac, IL",Jul,72.0,2007
"Pontiac, IL",Aug,76.9,2007
"Pontiac, IL",Sep,69.1,2007
"Pontiac, IL",Oct,59.9,2007
"Pontiac, IL",Nov,40.4,2007
"Pontiac, IL",Dec,27.4,2007
"Pontiac, IL",Annual,51.9,2007
"Pontiac, IL",Jan,23.7,2008
"Pontiac, IL",Feb,23.6,2008
"Pontiac, IL",Mar,36.2,2008
"Pontiac, IL",Apr,51.1,2008
"Pontiac, IL",May,57.0,2008
"Pontiac, IL",Jun,72.1,2008
"Pontiac, IL",Jul,73.3,2008
"Pontiac, IL",Aug,71.5,2008
"Pontiac, IL",Sep,66.3,2008
"Pontiac, IL",Oct,53.1,2008
"Pontiac, IL",Nov,40.3,2008
"Pontiac, IL",Dec,23.8,2008
"Pontiac, IL",Annual,49.3,2008
"Pontiac, IL",Jan,16.1,2009
"Pontiac, IL",Feb,29.6,2009
"Pontiac, IL",Mar,40.9,2009
"Pontiac, IL",Apr,49.7,2009
"Pontiac, IL",May,60.7,2009
"Pontiac, IL",Jun,70.8,2009
"Pontiac, IL",Jul,68.7,2009
"Pontiac, IL",Aug,69.6,2009
"Pontiac, IL",Sep,66.6,2009
"Pontiac, IL",Oct,50.2,2009
"Pontiac, IL",Nov,46.0,2009
"Pontiac, IL",Dec,27.9,2009
"Pontiac, IL",Annual,49.7,2009
"Pontiac, IL",Jan,18.7,2010
"Pontiac, IL",Feb,23.4,2010
"Pontiac, IL",Mar,42.5,2010
"Pontiac, IL",Apr,58.3,2010
"Pontiac, IL",May,63.0,2010
"Pontiac, IL",Jun,72.3,2010
"Pontiac, IL",Jul,77.8,2010
"Pontiac, IL",Aug,76.3,2010
"Pontiac, IL",Sep,66.2,2010
"Pontiac, IL",Oct,54.9,2010
"Pontiac, IL",Nov,42.4,2010
"Pontiac, IL",Dec,19.4,2010
"Pontiac, IL",Annual,51.3,2010
"Pontiac, IL",Jan,20.9,2011
"Pontiac, IL",Feb,26.7,2011
"Pontiac, IL",Mar,40.0,2011
"Pontiac, IL",Apr,50.9,2011
"Pontiac, IL",May,62.2,2011
"Pontiac, IL",Jun,72.1,2011
"Pontiac, IL",Jul,78.8,2011
"Pontiac, IL",Aug,73.5,2011
"Pontiac, IL",Sep,62.6,2011
"Pontiac, IL",Oct,53.9,2011
"Pontiac, IL",Nov,44.4,2011
"Pontiac, IL",Dec,35.3,2011
"Pontiac, IL",Annual,51.8,2011
"Pontiac, IL",Jan,29.5,2012
"Pontiac, IL",Feb,33.1,2012
"Pontiac, IL",Mar,54.4,2012
"Pontiac, IL",Apr,53.2,2012
"Pontiac, IL",May,66.9,2012
"Pontiac, IL",Jun,72.3,2012
"Pontiac, IL",Jul,80.2,2012
"Pontiac, IL",Aug,71.9,2012
"Pontiac, IL",Sep,64.2,2012
"Pontiac, IL",Oct,51.8,2012
"Pontiac, IL",Nov,40.6,2012
"Pontiac, IL",Dec,36.3,2012
"Pontiac, IL",Annual,54.5,2012
"Pontiac, IL",Jan,27.1,2013
"Pontiac, IL",Feb,27.2,2013
"Pontiac, IL",Mar,32.0,2013
"Pontiac, IL",Apr,48.3,2013
"Pontiac, IL",May,63.5,2013
"Pontiac, IL",Jun,70.7,2013
"Pontiac, IL",Jul,73.0,2013
"Pontiac, IL",Aug,73.4,2013
"Pontiac, IL",Sep,68.5,2013
"Pontiac, IL",Oct,54.1,2013
"Pontiac, IL",Nov,37.4,2013
"Pontiac, IL",Dec,23.5,2013
"Pontiac, IL",Annual,49.9,2013
"Pontiac, IL",Jan,M,2014
"Pontiac, IL",Feb,14.4,2014
"Pontiac, IL",Mar,31.5,2014
"Pontiac, IL",Apr,52.2,2014
"Pontiac, IL",May,63.5,2014
"Pontiac, IL",Jun,73.6,2014
"Pontiac, IL",Jul,M,2014
"Pontiac, IL",Aug,73.7,2014
"Pontiac, IL",Sep,64.8,2014
"Pontiac, IL",Oct,52.9,2014
"Pontiac, IL",Nov,33.5,2014
"Pontiac, IL",Dec,32.7,2014
"Pontiac, IL",Annual,49.3,2014
"Pontiac, IL",Jan,22.2,2015
"Pontiac, IL",Feb,16.7,2015
"Pontiac, IL",Mar,M,2015
"Pontiac, IL",Apr,53.3,2015
"Pontiac, IL",May,65.6,2015
"Pontiac, IL",Jun,71.2,2015
"Pontiac, IL",Jul,73.2,2015
"Pontiac, IL",Aug,71.5,2015
"Pontiac, IL",Sep,71.2,2015
"Pontiac, IL",Oct,55.4,2015
"Pontiac, IL",Nov,45.1,2015
"Pontiac, IL",Dec,39.9,2015
"Pontiac, IL",Annual,53.2,2015
"Pontiac, IL",Jan,24.7,2016
"Pontiac, IL",Feb,31.7,2016
"Pontiac, IL",Mar,46.3,2016
"Pontiac, IL",Apr,52.3,2016
"Pontiac, IL",May,M,2016
"Pontiac, IL",Jun,74.4,2016
"Pontiac, IL",Jul,M,2016
"Pontiac, IL",Aug,76.1,2016
"Pontiac, IL",Sep,71.3,2016
"Pontiac, IL",Oct,59.2,2016
"Pontiac, IL",Nov,47.6,2016
"Pontiac, IL",Dec,27.6,2016
"Pontiac, IL",Annual,51.1,2016
"Pontiac, IL",Jan,M,2017
"Pontiac, IL",Feb,38.6,2017
"Pontiac, IL",Mar,M,2017
"Pontiac, IL",Apr,55.8,2017
"Pontiac, IL",May,60.2,2017
"Pontiac, IL",Jun,M,2017
"Pontiac, IL",Jul,M,2017
"Pontiac, IL",Aug,M,2017
"Pontiac, IL",Sep,M,2017
"Pontiac, IL",Oct,M,2017
"Pontiac, IL",Nov,M,2017
"Pontiac, IL",Dec,M,2017
"Pontiac, IL",Annual,51.5,2017
"Pontiac, IL",Jan,M,2018
"Pontiac, IL",Feb,M,2018
"Pontiac, IL",Mar,M,2018
"Pontiac, IL",Apr,M,2018
"Pontiac, IL",May,M,2018
"Pontiac, IL",Jun,M,2018
"Pontiac, IL",Jul,M,2018
"Pontiac, IL",Aug,M,2018
"Pontiac, IL",Sep,M,2018
"Pontiac, IL",Oct,M,2018
"Pontiac, IL",Nov,M,2018
"Pontiac, IL",Dec,M,2018
"Pontiac, IL",Annual,M,2018
"Pontiac, IL",Jan,M,2019
"Pontiac, IL",Feb,M,2019
"Pontiac, IL",Mar,M,2019
"Pontiac, IL",Apr,M,2019
"Pontiac, IL",May,M,2019
"Pontiac, IL",Jun,M,2019
"Pontiac, IL",Jul,M,2019
"Pontiac, IL",Aug,M,2019
"Pontiac, IL",Sep,M,2019
"Pontiac, IL",Oct,M,2019
"Pontiac, IL",Nov,M,2019
"Pontiac, IL",Dec,M,2019
"Pontiac, IL",Annual,M,2019
"Pontiac, IL",Jan,M,2020
"Pontiac, IL",Feb,M,2020
"Pontiac, IL",Mar,M,2020
"Pontiac, IL",Apr,M,2020
"Pontiac, IL",May,M,2020
"Pontiac, IL",Jun,M,2020
"Pontiac, IL",Jul,M,2020
"Pontiac, IL",Aug,M,2020
"Pontiac, IL",Sep,M,2020
"Pontiac, IL",Oct,M,2020
"Pontiac, IL",Nov,M,2020
"Pontiac, IL",Dec,M,2020
"Pontiac, IL",Annual,M,2020
"Pontiac, IL",Jan,M,2021
"Pontiac, IL",Feb,M,2021
"Pontiac, IL",Mar,M,2021
"Pontiac, IL",Apr,M,2021
"Pontiac, IL",May,M,2021
"Pontiac, IL",Jun,M,2021
"Pontiac, IL",Jul,M,2021
"Pontiac, IL",Aug,M,2021
"Pontiac, IL",Sep,M,2021
"Pontiac, IL",Oct,M,2021
"Pontiac, IL",Nov,M,2021
"Pontiac, IL",Dec,M,2021
"Pontiac, IL",Annual,M,2021
"Pontiac, IL",Jan,M,2022
"Pontiac, IL",Feb,M,2022
"Pontiac, IL",Mar,M,2022
"Pontiac, IL",Apr,M,2022
"Pontiac, IL",May,M,2022
"Pontiac, IL",Jun,M,2022
"Pontiac, IL",Jul,M,2022
"Pontiac, IL",Aug,M,2022
"Pontiac, IL",Sep,M,2022
"Pontiac, IL",Oct,M,2022
"Pontiac, IL",Nov,M,2022
"Pontiac, IL",Dec,M,2022
"Pontiac, IL",Annual,M,2022
"Pontiac, IL",Jan,M,2023
"Pontiac, IL",Feb,M,2023
"Pontiac, IL",Mar,M,2023
"Pontiac, IL",Apr,M,2023
"Pontiac, IL",May,M,2023
"Pontiac, IL",Jun,M,2023
"Pontiac, IL",Jul,M,2023
"Pontiac, IL",Aug,M,2023
"Pontiac, IL",Sep,M,2023
"Pontiac, IL",Oct,M,2023
"Pontiac, IL",Nov,M,2023
"Pontiac, IL",Dec,M,2023
